# Constructed from biom file
#OTU ID	LSFkvassX	LSFkvassY	LSGFkvassX	SDX	SDY	STDkvassX
d__Bacteria;p__Bacillota	50258.0	60510.0	49263.0	53485.0	65670.0	49018.0
d__Bacteria;p__Pseudomonadota	853.0	833.0	0.0	4098.0	3824.0	639.0
d__Bacteria;__	40.0	27.0	3.0	7.0	2.0	17.0
d__Bacteria;p__Bacteroidota	13.0	32.0	2.0	7.0	5.0	15.0
d__Bacteria;p__Actinomycetota	5.0	4.0	0.0	9.0	40.0	0.0
d__Bacteria;p__Patescibacteriota	0.0	0.0	0.0	6.0	0.0	0.0
d__Bacteria;p__Campylobacterota	0.0	2.0	0.0	0.0	0.0	0.0
