# Constructed from biom file
#OTU ID	LSFkvassX	LSFkvassY	LSGFkvassX	SDX	SDY	STDkvassX
078950af1d2894df2fe2e8f95e0313d2	11.0	0.0	0.0	0.0	0.0	0.0
157b6e97d4e0319489327f5ed13fdd67	0.0	11.0	0.0	0.0	0.0	0.0
dfb4b23d1c7a0f30f1f79476f50201e0	0.0	11.0	0.0	0.0	0.0	0.0
98a1cfdc000fb661e910f7eaf616f968	0.0	0.0	0.0	11.0	0.0	0.0
0f46963e72ce25a60883ce638cf4f112	0.0	0.0	0.0	11.0	0.0	0.0
1f445227144adc628f316a8921962bfb	9.0	0.0	0.0	0.0	0.0	0.0
9f729713741abe0c0624e5911529c89c	0.0	9.0	0.0	0.0	0.0	0.0
e2a859587d3264dd67a68b9428408e3b	8.0	0.0	0.0	0.0	0.0	0.0
743119ddb9bf82ef038017b7f96c63e7	8.0	0.0	0.0	0.0	0.0	0.0
4813597b90500faed624c82f695f68d8	0.0	0.0	0.0	0.0	8.0	0.0
ca20cf338054b3edc60fb64a2f416303	0.0	0.0	0.0	0.0	0.0	8.0
3df87241112b41acc8cae90a4f080820	7.0	0.0	0.0	0.0	0.0	0.0
815ed0cbe12d65c07e8e1516a780482e	7.0	0.0	0.0	0.0	0.0	0.0
b0fe4afb4518dba91eb2727b19172ea1	7.0	0.0	0.0	0.0	0.0	0.0
2903cc507ca9c570b73efb385aa2fd6d	5.0	2.0	0.0	0.0	0.0	0.0
1c0976bc65210346d6829246ba25c03e	0.0	7.0	0.0	0.0	0.0	0.0
4be80be705379fe624bf4f236868c161	0.0	0.0	0.0	7.0	0.0	0.0
3e77a431f3c1cfb45085b0816c2f5909	0.0	0.0	0.0	7.0	0.0	0.0
e099fd444247147ed88ae58d98865021	0.0	0.0	0.0	0.0	7.0	0.0
1bb0f6af6d2e90e991bf70c2c753c9b8	6.0	0.0	0.0	0.0	0.0	0.0
81cff5132cd33658138e332140de5c67	6.0	0.0	0.0	0.0	0.0	0.0
400a504e050fa1e94dbb78a317a91676	0.0	0.0	4.0	0.0	0.0	2.0
465a6fb7e47b5c03261107f5f32e6855	0.0	0.0	0.0	6.0	0.0	0.0
4d25a8df91d3c13d6bf9511814b12bc1	0.0	0.0	0.0	6.0	0.0	0.0
9fa023d08df14173b3253695296a6df6	0.0	5.0	0.0	0.0	0.0	0.0
eda05bd4f82ebab8c0570e044ed1bf8c	0.0	5.0	0.0	0.0	0.0	0.0
adc9f1808b32c8e7bebd0c300ad4f383	0.0	0.0	0.0	5.0	0.0	0.0
cfd78e5bb62da14268811fb57f5ed8d3	0.0	0.0	0.0	0.0	5.0	0.0
a664334368c252ac043b0a9c6e0d3657	4.0	0.0	0.0	0.0	0.0	0.0
84f148edc2cd42aa83a77c5340fd6980	4.0	0.0	0.0	0.0	0.0	0.0
bd695b266337afb250519b075505dea6	4.0	0.0	0.0	0.0	0.0	0.0
5ce165d1ef1f8ae75fc6bc15587d2bd8	0.0	4.0	0.0	0.0	0.0	0.0
f5c19a1ea2a3105e7d092a925264deb9	0.0	4.0	0.0	0.0	0.0	0.0
7a6c75812d3c76006fe8c78a8a59d508	0.0	4.0	0.0	0.0	0.0	0.0
730335805be8411b69d19d02b0ead451	0.0	0.0	4.0	0.0	0.0	0.0
bb06df28169f78cac89de0263d700533	0.0	0.0	0.0	4.0	0.0	0.0
90601c2d8e327cb2401a8ae2ac45999e	0.0	0.0	0.0	0.0	4.0	0.0
7004d8911e2df0ea867e7472a76cfbe5	0.0	0.0	0.0	0.0	4.0	0.0
7e46e408a25a03b0d3c240775da9377b	0.0	0.0	0.0	0.0	0.0	4.0
24cef09a45035ed8391e8d7659878418	0.0	0.0	0.0	0.0	0.0	4.0
f3b5461abe538bce53a382435142e891	3.0	0.0	0.0	0.0	0.0	0.0
274bfdeefc3eee304933bdc33ad8b5fc	3.0	0.0	0.0	0.0	0.0	0.0
c9dcd7dd72cc77d59998062324ca8790	3.0	0.0	0.0	0.0	0.0	0.0
625d96b9d20161bbaa62fcb123863dbe	3.0	0.0	0.0	0.0	0.0	0.0
38b19159291e3d986230aec162f897a4	3.0	0.0	0.0	0.0	0.0	0.0
893e8bc643f67e3c3431ef7c80926be2	3.0	0.0	0.0	0.0	0.0	0.0
da0f3168c23347923fff1f36d0a0cebe	0.0	3.0	0.0	0.0	0.0	0.0
4b08e31abdee19fe2bcc4b3a7a0f72b7	0.0	3.0	0.0	0.0	0.0	0.0
bf9c4c4717416ae3b957cc99f8960cb7	0.0	3.0	0.0	0.0	0.0	0.0
9640568faa08c3ce8047448962553d5f	0.0	3.0	0.0	0.0	0.0	0.0
2f4a2b08eec8d8d5f66dc0d20552881f	0.0	0.0	3.0	0.0	0.0	0.0
02f14e5b174da3ae4884ca2e9ddb2f9c	0.0	0.0	0.0	3.0	0.0	0.0
59c2c6efcf5295290419001717549053	0.0	0.0	0.0	3.0	0.0	0.0
5b67746856bc92bc5de886e63d62b4d3	0.0	0.0	0.0	3.0	0.0	0.0
215f56ffa35286d3f81f0e90da8ddfc2	0.0	0.0	0.0	3.0	0.0	0.0
6ce61236c9cfd9c5a37580a52bb4eaa7	0.0	0.0	0.0	3.0	0.0	0.0
2112ba2b42b16c55f1bd3c457bbeda5b	0.0	0.0	0.0	0.0	3.0	0.0
6257c2773757f049bb1d063044340acd	0.0	0.0	0.0	0.0	3.0	0.0
7c78dc9800d1ef8fea403948323783b6	0.0	0.0	0.0	0.0	3.0	0.0
6b9f21f4b68213741762a9c82d1d37ca	0.0	0.0	0.0	0.0	3.0	0.0
d1a24fd7f12ac5dd5f767a56cfdd46cd	0.0	0.0	0.0	0.0	3.0	0.0
a13af225b7eaabe6f420ba45cf932893	0.0	0.0	0.0	0.0	3.0	0.0
e709e6c3314932ad8a12eec3949afadd	0.0	0.0	0.0	0.0	3.0	0.0
2109812c442a2a8d37d61b0117af5114	0.0	0.0	0.0	0.0	3.0	0.0
886215b12cd71675bfb77f5e7292cbc2	0.0	0.0	0.0	0.0	0.0	3.0
9b740e8e047c98bb45cd4dc582c1a7f9	0.0	0.0	0.0	0.0	0.0	3.0
b421335facb67ecce79afa903d7b9fe9	0.0	0.0	0.0	0.0	0.0	3.0
17eeadb4b06679ed18f097d7b898cbe0	0.0	0.0	0.0	0.0	0.0	3.0
e7d50fdab56e44d396f13fe08938bede	0.0	0.0	0.0	0.0	0.0	3.0
8f244c7fb645b7c9a4a3583f00c44363	0.0	0.0	0.0	0.0	0.0	3.0
6d5368c85f879302a418e62bab2a1782	2.0	0.0	0.0	0.0	0.0	0.0
7b2ce156ab1f222cbd9fce1d25cf9888	2.0	0.0	0.0	0.0	0.0	0.0
fd4aec4e40283ea3201e17cf1488e04b	2.0	0.0	0.0	0.0	0.0	0.0
bb0ed85699ca2c8b0de7a7da81e3e5ce	2.0	0.0	0.0	0.0	0.0	0.0
a4e5ff5da73d74ac8a48e3eeb4a3ad47	2.0	0.0	0.0	0.0	0.0	0.0
ee7ebd910c179e445fc35e29049cbc32	2.0	0.0	0.0	0.0	0.0	0.0
bf58ce07458a5a897aee481226f71ffe	2.0	0.0	0.0	0.0	0.0	0.0
cd55c4f8b3b902f73e6154a1c03b8299	2.0	0.0	0.0	0.0	0.0	0.0
a679e290615afd9648e5b966c67a3fb6	2.0	0.0	0.0	0.0	0.0	0.0
37ce16d89fb85ec06305cbbb2d20605b	2.0	0.0	0.0	0.0	0.0	0.0
5d5f6ad0a18d272e22fb417f047b975b	2.0	0.0	0.0	0.0	0.0	0.0
b63d82bcf19a75e06df2c0f1d75b6a43	0.0	2.0	0.0	0.0	0.0	0.0
e90e1ccf92115f8401b254427be8ce50	0.0	2.0	0.0	0.0	0.0	0.0
31f232781685558bf9d62e35e8f237f9	0.0	2.0	0.0	0.0	0.0	0.0
36c8dcfc46a8aac1c7249c08aadc123d	0.0	2.0	0.0	0.0	0.0	0.0
634e868070b5763ad07a98227011fdd6	0.0	2.0	0.0	0.0	0.0	0.0
db9464db8f897d691b837d60d6cddf01	0.0	2.0	0.0	0.0	0.0	0.0
f0cfee4ce9c8205e9569f95baed0f7f1	0.0	2.0	0.0	0.0	0.0	0.0
49819b1751a7667b7ca5ebc0adb8965b	0.0	2.0	0.0	0.0	0.0	0.0
ea0e2c2c0e5b1cba22ce59f174b99258	0.0	2.0	0.0	0.0	0.0	0.0
2a3d3414a04a8718a109f03bb3bbc02e	0.0	0.0	2.0	0.0	0.0	0.0
43f8c994ae96d026485d9ef65156963c	0.0	0.0	2.0	0.0	0.0	0.0
b2dd37fce67e4150e1f0df33b87550d6	0.0	0.0	0.0	2.0	0.0	0.0
41e36900c281273ff28f299a9c43c6e4	0.0	0.0	0.0	2.0	0.0	0.0
a72af5699a56e591994dbfa1e0d87a70	0.0	0.0	0.0	2.0	0.0	0.0
996dc647bd3d228aba6a490de7a10e8f	0.0	0.0	0.0	2.0	0.0	0.0
3755fe933b4e8b4fb40ed506a992871f	0.0	0.0	0.0	0.0	2.0	0.0
ef7a8673c942713917a612e8a3f4b78f	0.0	0.0	0.0	0.0	2.0	0.0
b8ad9783ad71a20e121d16df48085a2a	0.0	0.0	0.0	0.0	2.0	0.0
955114b4eaa38dc72d14f703d0431af0	0.0	0.0	0.0	0.0	2.0	0.0
2efb598953fec7dc3f0003874fe5d2b0	0.0	0.0	0.0	0.0	0.0	2.0
4918aaf879eb3fd679ed6376664bf49c	0.0	0.0	0.0	0.0	0.0	2.0
843513273bdabe7aa312d03fb8f751f8	0.0	0.0	0.0	0.0	0.0	2.0
ac76344fc271bc29ff721791efda3eda	0.0	0.0	0.0	0.0	0.0	2.0
c4a4e10523d71a69ba3aa10dca63bf89	0.0	1.0	0.0	0.0	0.0	0.0
b80bc3559e90ac8bd8a2cf32b8a9c100	0.0	1.0	0.0	0.0	0.0	0.0
