# Gene Family	AA_combined_Abundance-RPKs	B1_combined_Abundance-RPKs	C1_combined_Abundance-RPKs	D1_combined_Abundance-RPKs	E1_combined_Abundance-RPKs	F1_combined_Abundance-RPKs
K00143|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.97707	0.964085	6.42129	9.2631	9.06753	10.5501
K00145	157.178	6.482762	79.807	47.2478	73.08	0.0926757
K00145|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.266602	0.0	0.0	0.0	0.0
K00145|g__Lactobacillus.s__Lactobacillus_plantarum	157.178	6.21616	79.807	47.2478	73.08	0.0926757
K00146	0.0	0.831817	0.0	0.0	0.0	0.0
K00146|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.831817	0.0	0.0	0.0	0.0
K00147	183.85009	8.815138	99.33158	53.134789999999995	82.12431	6.811817
K00147|g__Lactobacillus.s__Lactobacillus_plantarum	182.399	8.09935	95.8398	47.4319	76.9507	0.256837
K00147|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.45109	0.715788	3.49178	5.70289	5.17361	6.55498
K00156	0.0	0.256193	0.0	0.0	0.0	0.0
K00156|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.256193	0.0	0.0	0.0	0.0
K00158	348.9743	13.49927	169.14260000000002	97.7225	147.8981	0.5863039999999999
K00158|g__Lactobacillus.s__Lactobacillus_plantarum	66.9743	2.96623	29.7393	19.5156	27.9552	0.136227
K00158|unclassified	281.9999	10.53304	139.4034	78.2069	119.94290000000001	0.450077
K00161	58.680989999999994	2.7509449999999998	32.68801	22.14746	29.96165	7.27499
K00161|g__Lactobacillus.s__Lactobacillus_plantarum	25.3088	0.0	12.739	6.76842	9.79757	0.0
K00161|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.13679	0.739385	4.66031	6.73506	6.81545	7.27499
K00161|unclassified	31.2354	2.01156	15.2887	8.64401	13.3486	0.0
K00162	3.77816	1.429932	6.51189	8.59087	9.61633	10.7858
K00162|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.297442	0.0	0.0	0.0	0.0
K00162|g__Saccharomyces.s__Saccharomyces_cerevisiae	3.77816	1.13249	6.51189	8.59087	9.61633	10.7858
K00163	0.0	0.23428	0.0	0.0	0.0	0.0
K00163|g__Pantoea.s__Pantoea_agglomerans	0.0	0.129259	0.0	0.0	0.0	0.0
K00163|g__Pantoea.s__Pantoea_vagans	0.0	0.105021	0.0	0.0	0.0	0.0
K00164	4.46088	1.63874	11.4924	17.7633	15.979	19.6295
K00164|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.51168	0.979628	7.07164	11.2542	9.69206	12.3565
K00164|unclassified	1.9492	0.659115	4.42077	6.50909	6.28699	7.27295
K00211	0.914626	0.168113	1.79254	3.51257	3.09546	3.51522
K00211|g__Saccharomyces.s__Saccharomyces_cerevisiae	0.914626	0.168113	1.79254	3.51257	3.09546	3.51522
K00215	99.6081	3.82002	52.5089	27.0031	43.8464	0.159828
K00215|g__Lactobacillus.s__Lactobacillus_plantarum	11.9443	0.0	6.58709	3.41446	0.0	0.0
K00215|unclassified	87.6638	3.82002	45.9219	23.5887	43.8464	0.159828
K00216	0.0	0.366817	0.0	0.0	0.0	0.0
K00216|g__Pantoea.s__Pantoea_agglomerans	0.0	0.33347	0.0	0.0	0.0	0.0
K00216|g__Pantoea.s__Pantoea_vagans	0.0	0.033347	0.0	0.0	0.0	0.0
K00222	2.65953	1.14945	6.42179	9.29184	9.59842	10.8706
K00222|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.65953	1.14945	6.42179	9.29184	9.59842	10.8706
K00223	2.56858	0.559277	4.91944	6.433	6.58159	8.28575
K00223|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.56858	0.559277	4.91944	6.433	6.58159	8.28575
K00226	2.00649	0.792202	4.75601	6.87244	8.78918	8.31599
K00226|g__Saccharomyces.s__Saccharomyces_cerevisiae	2.00649	0.792202	4.75601	6.87244	8.78918	8.31599
K00227	1.78901	1.4147	4.20538	5.64791	6.08653	6.85161
K00227|g__Saccharomyces.s__Saccharomyces_cerevisiae	1.78901	1.4147	4.20538	5.64791	6.08653	6.85161
K00228	2.62881	1.735713	6.2996	10.6671	10.0952	11.8851
K00228|g__Acetobacter.s__Acetobacter_tropicalis	0.0	0.292113	0.0	0.0	0.0	0.0
